repo_name,tool,gen_elapsed_sec,ntia_score,grade,num_of_component
remix-intentui-starter,trivy,0.102,5.7000,D,1
remix-intentui-starter,cdxgen,8.014,4.3000,F,0
remix-starter-chiangs,syft,2.339,8.6000,B,1042
remix-starter-chiangs,trivy,0.179,8.5000,B,178
remix-starter-chiangs,cdxgen,3.979,8.6000,B,1040
node-express-prisma-realworld,syft,2.386,8.5000,B,94
node-express-prisma-realworld,trivy,0.162,8.5000,B,92
node-express-prisma-realworld,cdxgen,3.789,8.6000,B,621
example-app-node-prisma,syft,2.192,8.1000,B,11
example-app-node-prisma,trivy,0.135,8.0000,B,10
example-app-node-prisma,cdxgen,1.719,8.6000,B,9
node-prisma-starter,syft,2.461,8.6000,B,715
node-prisma-starter,trivy,0.191,8.5000,B,191
node-prisma-starter,cdxgen,3.918,8.6000,B,714
